"","X__v","X_id","coordinates","latitude","longitude","status","time","userId"
"1",0,"5e7774dd82c048341cba6e08","[-0.0733074,5.6120837]",5.6120837,-0.0733074,0,1584887005424,"5e77734182c048341cba6e04"
"2",0,"5e777c1a82c048341cba6e33","[-0.0733074,5.6120837]",5.6120837,-0.0733074,0,1584888858921,"5e77734182c048341cba6e04"
"3",0,"5e777c3a82c048341cba6e37","[-0.0733282,5.6120518]",5.6120518,-0.0733282,0,1584888890218,"5e77734182c048341cba6e04"
"4",0,"5e7b7bad82c048341cba6e7d","[-0.216836,5.5558007]",5.5558007,-0.216836,0,1585150893885,"5e7249c182c048341cba6dcc"
"5",0,"5e7cca9882c048341cba6ef9","[-0.2168314,5.5558838]",5.5558838,-0.2168314,0,1585236632509,"5e7249c182c048341cba6dcc"
"6",0,"5e7cceb582c048341cba6f17","[-0.2148753,5.5648851]",5.5648851,-0.2148753,0,1585237685879,"5e7249c182c048341cba6dcc"
